glycan_ID,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,form_name
G11324RD,unassigned,21,NeuNAc,x,D,p,20,x,NeupNAc
G11329LI,unassigned,11,GlcNAc,b,D,p,N4,x,GlcpNAc
G11329LI,unassigned,8,GlcNAc,b,D,p,N1,x,GlcpNAc
G11350UX,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G11350UX,unassigned,14,Gal,b,D,p,12,4,Galp
G11350UX,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G11350UX,unassigned,26,NeuNAc,a,D,p,N32,6,NeupNAc
G11392CL,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G11453BM,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G11453BM,unassigned,10,GlcNAc,b,D,p,N4,x,GlcpNAc
G11479AN,unassigned,21,NeuNAc,a,D,p,N32,6,NeupNAc
G11561RV,unassigned,11,Fuc,a,L,p,10,2,Fucp
G11561RV,unassigned,12,Man,a,D,p,NC,x,Manp
G11561RV,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G11561RV,unassigned,15,Gal,b,D,p,13,4,Galp
G11561RV,unassigned,16,NeuNAc,a,D,p,15,3,NeupNAc
G11561RV,unassigned,6,Man,a,D,p,NC,x,Manp
G11561RV,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G11561RV,unassigned,9,Fuc,a,L,p,7,3,Fucp
G11561RV,unassigned,10,Gal,b,D,p,7,4,Galp
G11571JL,unassigned,11,Man,a,D,p,NC,3|6,Manp
G11571JL,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G11571JL,unassigned,14,Gal,b,D,p,12,4,Galp
G11571JL,unassigned,6,Man,a,D,p,NC,3|6,Manp
G11571JL,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G11571JL,unassigned,9,Gal,b,D,p,7,4,Galp
G11571JL,unassigned,10,Gal,x,D,p,9,x,Galp
G11865ZE,unassigned,6,Man,a,D,p,NC,3|6,Manp
G11865ZE,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G11865ZE,unassigned,9,Gal,b,D,p,7,4,Galp
G11865ZE,unassigned,10,Man,a,D,p,NC,3|6,Manp
G11908FF,unassigned,6,Man,a,D,p,NC,x,Manp
G11908FF,unassigned,7,Man,a,D,p,NC,x,Manp
G11908FF,unassigned,8,GlcNAc,b,D,p,7,x,GlcpNAc
G12150CK,unassigned,12,GlcNAc,x,D,p,N4,x,GlcpNAc
G12150CK,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G12352RJ,unassigned,21,NeuNAc,a,D,p,N32,6,NeupNAc
G12436UO,unassigned,22,Gal,b,D,p,20,4,Galp
G12436UO,unassigned,14,GlcNAc,b,D,p,N4,x,GlcpNAc
G12436UO,unassigned,16,Gal,b,D,p,14,4,Galp
G12436UO,unassigned,17,GlcNAc,b,D,p,N4,x,GlcpNAc
G12436UO,unassigned,19,Gal,b,D,p,17,4,Galp
G12436UO,unassigned,20,GlcNAc,b,D,p,19,3,GlcpNAc
G12511VU,unassigned,11,Gal,x,D,p,10,x,Galp
G12511VU,unassigned,12,NeuNAc,x,D,p,11,x,NeupNAc
G12511VU,unassigned,6,Man,a,D,p,NC,3|6,Manp
G12511VU,unassigned,7,Man,a,D,p,6,3,Manp
G12511VU,unassigned,8,Man,a,D,p,6,6,Manp
G12511VU,unassigned,9,Man,a,D,p,NC,3|6,Manp
G12511VU,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G12655NI,unassigned,12,Gal,b,D,p,10,4,Galp
G12655NI,unassigned,13,Man,a,D,p,NC,3|6,Manp
G12655NI,unassigned,14,GlcNAc,b,D,p,13,2,GlcpNAc
G12655NI,unassigned,16,Gal,b,D,p,14,4,Galp
G12655NI,unassigned,6,Man,a,D,p,NC,3|6,Manp
G12655NI,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G12655NI,unassigned,9,Gal,b,D,p,7,4,Galp
G12655NI,unassigned,10,GlcNAc,b,D,p,6,6,GlcpNAc
G12775RU,unassigned,9,Glc,a,x,x,N22,3,Glc
G13165FV,unassigned,12,GlcNAc,x,D,p,N1,x,GlcpNAc
G13165FV,unassigned,23,GlcNAc,x,D,p,N4,x,GlcpNAc
G13165FV,unassigned,13,Gal,x,D,p,12,x,Galp
G13165FV,unassigned,24,Gal,x,D,p,23,x,Galp
G13165FV,unassigned,14,NeuNAc,x,D,p,13,x,NeupNAc
G13165FV,unassigned,25,NeuNAc,x,D,p,24,x,NeupNAc
G13165FV,unassigned,18,GlcNAc,x,D,p,N4,x,GlcpNAc
G13165FV,unassigned,19,Gal,x,D,p,18,x,Galp
G13165FV,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G13165FV,unassigned,8,Gal,x,D,p,7,x,Galp
G13165FV,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G13165FV,unassigned,20,NeuNAc,x,D,p,19,x,NeupNAc
G13257IK,unassigned,14,NeuNAc,a,D,p,N6,x,NeupNAc
G13290KJ,unassigned,12,Gal,b,D,p,10,4,Galp
G13290KJ,unassigned,13,NeuNAc,a,D,p,12,6,NeupNAc
G13290KJ,unassigned,6,Man,a,D,p,NC,x,Manp
G13290KJ,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G13290KJ,unassigned,9,Man,a,D,p,NC,x,Manp
G13290KJ,unassigned,10,GlcNAc,b,D,p,9,2,GlcpNAc
G13849YJ,unassigned,10,Man,a,D,p,N4,3|6,Manp
G14020CV,unassigned,15,Gal,b,D,p,N6,4,Galp
G14020CV,unassigned,10,Gal,b,D,p,N3,4,Galp
G14232GJ,unassigned,11,Man,a,D,p,NC,x,Manp
G14232GJ,unassigned,12,GlcNAc,x,D,p,11,x,GlcpNAc
G14232GJ,unassigned,13,Gal,x,D,p,12,x,Galp
G14232GJ,unassigned,14,GlcNAc,x,D,p,13,x,GlcpNAc
G14232GJ,unassigned,15,Gal,b,D,p,14,x,Galp
G14232GJ,unassigned,17,Fuc,a,L,p,14,3,Fucp
G14232GJ,unassigned,6,Man,a,D,p,NC,x,Manp
G14232GJ,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G14232GJ,unassigned,8,Gal,b,D,p,7,x,Galp
G14232GJ,unassigned,10,Fuc,a,L,p,7,3,Fucp
G14343MU,unassigned,16,GlcNAc,a,D,p,N20,6,GlcpNAc
G14343MU,unassigned,9,GlcNAc,a,D,p,N21,6,GlcpNAc
G14572XX,unassigned,11,GlcNAc,x,D,p,10,x,GlcpNAc
G14572XX,unassigned,12,Gal,x,D,p,11,x,Galp
G14572XX,unassigned,13,NeuNAc,x,D,p,12,x,NeupNAc
G14572XX,unassigned,16,GlcNAc,x,D,p,10,x,GlcpNAc
G14572XX,unassigned,17,Gal,x,D,p,16,x,Galp
G14572XX,unassigned,18,NeuNAc,x,D,p,17,x,NeupNAc
G14572XX,unassigned,6,Man,a,D,p,NC,3|6,Manp
G14572XX,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G14572XX,unassigned,8,Gal,x,D,p,7,x,Galp
G14572XX,unassigned,10,Man,a,D,p,NC,3|6,Manp
G14696LD,unassigned,12,Gal,b,D,p,10,4,Galp
G14696LD,unassigned,13,NeuNAc,a,D,p,12,6,NeupNAc
G14696LD,unassigned,6,Man,a,D,p,NC,x,Manp
G14696LD,unassigned,7,Man,a,D,p,6,3,Manp
G14696LD,unassigned,8,Man,a,D,p,6,6,Manp
G14696LD,unassigned,9,Man,a,D,p,NC,x,Manp
G14696LD,unassigned,10,GlcNAc,b,D,p,9,2,GlcpNAc
G14889WU,unassigned,6,Man,a,D,p,NC,3|6,Manp
G14889WU,unassigned,7,Man,x,D,p,6,x,Manp
G14889WU,unassigned,8,Man,a,D,p,NC,3|6,Manp
G14889WU,unassigned,9,GlcNAc,x,D,p,8,x,GlcpNAc
G14889WU,unassigned,10,Gal,x,D,p,9,x,Galp
G15112UU,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G15112UU,unassigned,14,Gal,b,D,p,12,4,Galp
G15112UU,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G15198VK,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G15198VK,unassigned,13,Fuc,a,L,p,11,3,Fucp
G15198VK,unassigned,14,Gal,b,D,p,11,4,Galp
G15198VK,unassigned,6,Man,a,D,p,NC,x,Manp
G15198VK,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G15198VK,unassigned,9,Gal,b,D,p,7,4,Galp
G15198VK,unassigned,10,Man,a,D,p,NC,x,Manp
G15216UP,unassigned,17,Fuc,a,L,p,N75,3,Fucp
G15355KC,unassigned,21,NeuNAc,a,D,p,N32,6,NeupNAc
G15527QL,unassigned,12,Gal,b,D,p,10,4,Galp
G15527QL,unassigned,23,GlcNAc,b,D,p,N6,2,GlcpNAc
G15527QL,unassigned,25,Gal,b,D,p,23,4,Galp
G15527QL,unassigned,16,GlcNAc,b,D,p,N8,2,GlcpNAc
G15527QL,unassigned,18,Gal,b,D,p,16,4,Galp
G15527QL,unassigned,10,GlcNAc,b,D,p,N3,2,GlcpNAc
G15631YF,unassigned,15,NeuNAc,a,D,p,N8,3|6,NeupNAc
G15631YF,unassigned,26,NeuNAc,a,D,p,N10,3|6,NeupNAc
G15631YF,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G15631YF,unassigned,21,NeuNAc,a,D,p,N6,3|6,NeupNAc
G15683CN,unassigned,11,NeuNAc,x,D,p,10,x,NeupNAc
G15683CN,unassigned,6,Man,a,D,p,NC,3|6,Manp
G15683CN,unassigned,7,Man,x,D,p,6,x,Manp
G15683CN,unassigned,8,Man,a,D,p,NC,3|6,Manp
G15683CN,unassigned,9,GlcNAc,x,D,p,8,x,GlcpNAc
G15683CN,unassigned,10,Gal,x,D,p,9,x,Galp
G15828HX,unassigned,12,GlcNAc,x,D,p,9,x,GlcpNAc
G15828HX,unassigned,6,Man,a,D,p,NC,3|6,Manp
G15828HX,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G15828HX,unassigned,9,Man,a,D,p,NC,3|6,Manp
G15828HX,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G16204NU,unassigned,13,GlcNAc,x,D,p,N1,x,GlcpNAc
G16204NU,unassigned,24,GlcNAc,x,D,p,N4,x,GlcpNAc
G16204NU,unassigned,14,Gal,x,D,p,13,x,Galp
G16204NU,unassigned,25,Gal,x,D,p,24,x,Galp
G16204NU,unassigned,15,NeuNAc,x,D,p,14,x,NeupNAc
G16204NU,unassigned,26,NeuNAc,x,D,p,25,x,NeupNAc
G16204NU,unassigned,19,GlcNAc,x,D,p,N4,x,GlcpNAc
G16204NU,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G16204NU,unassigned,8,GlcNAc,x,D,p,N1,x,GlcpNAc
G16204NU,unassigned,9,Gal,x,D,p,8,x,Galp
G16204NU,unassigned,20,Gal,x,D,p,19,x,Galp
G16204NU,unassigned,10,NeuNAc,x,D,p,9,x,NeupNAc
G16204NU,unassigned,21,NeuNAc,x,D,p,20,x,NeupNAc
G16265MV,unassigned,11,Man,a,D,p,NC,x,Manp
G16265MV,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G16265MV,unassigned,14,Gal,b,D,p,12,4,Galp
G16265MV,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G16265MV,unassigned,6,Man,a,D,p,NC,x,Manp
G16265MV,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G16265MV,unassigned,9,GalNAc,b,D,p,7,4,GalpNAc
G16536EO,unassigned,8,Gal,b,D,p,N2,x,Galp
G16536EO,unassigned,9,Fuc,a,L,p,N2,x,Fucp
G16633VX,unassigned,16,NeuNAc,a,D,p,N6,x,NeupNAc
G16633VX,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G16633VX,unassigned,21,NeuNAc,a,D,p,N10,x,NeupNAc
G16933JU,unassigned,12,GlcNAc,b,D,p,6,2,GlcpNAc
G16933JU,unassigned,23,GlcNAc,b,D,p,17,x,GlcpNAc
G16933JU,unassigned,14,Gal,b,D,p,12,4,Galp
G16933JU,unassigned,25,Gal,b,D,p,23,4,Galp
G16933JU,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G16933JU,unassigned,26,GlcNAc,b,D,p,25,3,GlcpNAc
G16933JU,unassigned,17,Man,a,D,p,NC,x,Manp
G16933JU,unassigned,28,Gal,b,D,p,26,4,Galp
G16933JU,unassigned,18,GlcNAc,b,D,p,17,x,GlcpNAc
G16933JU,unassigned,29,NeuNAc,a,D,p,28,3,NeupNAc
G16933JU,unassigned,6,Man,a,D,p,NC,x,Manp
G16933JU,unassigned,7,GlcNAc,b,D,p,6,x,GlcpNAc
G16933JU,unassigned,9,Gal,b,D,p,7,4,Galp
G16933JU,unassigned,20,Gal,b,D,p,18,4,Galp
G16933JU,unassigned,10,NeuNAc,a,D,p,9,3,NeupNAc
G16933JU,unassigned,21,NeuNAc,a,D,p,20,3,NeupNAc
G17207FU,unassigned,12,Gal,b,D,p,10,4,Galp
G17207FU,unassigned,10,GlcNAc,b,D,p,N1,6,GlcpNAc
G17336WC,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G17336WC,unassigned,10,GlcNAc,b,D,p,N4,x,GlcpNAc
G17348SA,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G17348SA,unassigned,14,Gal,b,D,p,12,4,Galp
G17348SA,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G17389EH,unassigned,12,Glc,b,D,p,N1,4,Glcp
G17389EH,unassigned,13,Fuc,a,L,p,12,3,Fucp
G17389EH,unassigned,14,Gal,b,D,p,12,4,Galp
G17389EH,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G17409FQ,unassigned,12,Man,a,D,p,NC,3|6,Manp
G17409FQ,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G17409FQ,unassigned,14,GalNAc,x,D,p,13,x,GalpNAc
G17409FQ,unassigned,15,NeuNAc,x,D,p,14,x,NeupNAc
G17409FQ,unassigned,6,Man,a,D,p,NC,3|6,Manp
G17409FQ,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G17409FQ,unassigned,8,Gal,x,D,p,7,x,Galp
G17409FQ,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G17644VM,unassigned,23,NeuNAc,a,D,p,N6,3|6,NeupNAc
G17644VM,unassigned,15,NeuNAc,a,D,p,N8,3|6,NeupNAc
G17644VM,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G18188WJ,unassigned,12,Man,a,D,p,NC,x,Manp
G18188WJ,unassigned,13,GlcNAc,x,D,p,12,2,GlcpNAc
G18188WJ,unassigned,15,Gal,x,D,p,13,4,Galp
G18188WJ,unassigned,16,NeuNAc,x,D,p,15,3,NeupNAc
G18188WJ,unassigned,18,GlcNAc,x,D,p,12,4,GlcpNAc
G18188WJ,unassigned,6,Man,a,D,p,NC,x,Manp
G18188WJ,unassigned,7,GlcNAc,x,D,p,6,2,GlcpNAc
G18188WJ,unassigned,9,Gal,x,D,p,7,4,Galp
G18188WJ,unassigned,20,Gal,x,D,p,18,4,Galp
G18188WJ,unassigned,10,NeuNAc,x,D,p,9,3,NeupNAc
G18188WJ,unassigned,21,NeuNAc,x,D,p,20,3,NeupNAc
G18510WC,unassigned,11,Gal,b,D,p,8,4,Galp
G18510WC,unassigned,13,GlcNAc,b,D,p,N4,2|4,GlcpNAc
G18510WC,unassigned,15,Fuc,a,L,p,13,3,Fucp
G18510WC,unassigned,16,Gal,b,D,p,13,4,Galp
G18510WC,unassigned,8,GlcNAc,b,D,p,N1,2|4,GlcpNAc
G18510WC,unassigned,10,Fuc,a,L,p,8,3,Fucp
G18619IO,unassigned,22,Fuc,x,L,p,20,x,Fucp
G18619IO,unassigned,12,GlcNAc,x,D,p,6,x,GlcpNAc
G18619IO,unassigned,13,Gal,x,D,p,12,x,Galp
G18619IO,unassigned,15,Man,a,D,p,NC,3|6,Manp
G18619IO,unassigned,16,GlcNAc,x,D,p,15,x,GlcpNAc
G18619IO,unassigned,17,Gal,x,D,p,16,x,Galp
G18619IO,unassigned,18,Fuc,x,L,p,16,x,Fucp
G18619IO,unassigned,6,Man,a,D,p,NC,3|6,Manp
G18619IO,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G18619IO,unassigned,8,Gal,x,D,p,7,x,Galp
G18619IO,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G18619IO,unassigned,20,GlcNAc,x,D,p,15,x,GlcpNAc
G18619IO,unassigned,21,Gal,x,D,p,20,x,Galp
G18947DS,unassigned,12,Man,a,D,p,NC,3|6,Manp
G18947DS,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G18947DS,unassigned,14,Gal,x,D,p,13,x,Galp
G18947DS,unassigned,15,NeuNGc,x,D,p,14,x,NeupNGc
G18947DS,unassigned,18,GlcNAc,x,D,p,12,x,GlcpNAc
G18947DS,unassigned,19,Gal,x,D,p,18,x,Galp
G18947DS,unassigned,6,Man,a,D,p,NC,3|6,Manp
G18947DS,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G18947DS,unassigned,8,Gal,x,D,p,7,x,Galp
G18947DS,unassigned,9,NeuNGc,x,D,p,8,x,NeupNGc
G18947DS,unassigned,20,NeuNGc,x,D,p,19,x,NeupNGc
G19520XO,unassigned,11,Gal,a,D,p,10,3,Galp
G19520XO,unassigned,16,Gal,b,D,p,N6,4,Galp
G19520XO,unassigned,17,Gal,a,D,p,16,3,Galp
G19520XO,unassigned,10,Gal,b,D,p,N3,4,Galp
G19537TS,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G19537TS,unassigned,14,Gal,b,D,p,12,4,Galp
G19537TS,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G20218ZS,unassigned,13,GlcNAc,x,D,p,N4,x,GlcpNAc
G20218ZS,unassigned,14,Gal,x,D,p,13,x,Galp
G20218ZS,unassigned,16,Fuc,x,L,p,NA,6,Fucp
G20218ZS,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G20218ZS,unassigned,8,Gal,x,D,p,7,x,Galp
G20218ZS,unassigned,10,GlcNAc,x,D,p,NC,4,GlcpNAc
G20352YV,unassigned,16,NeuNAc,a,D,p,N6,x,NeupNAc
G20352YV,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G20352YV,unassigned,21,NeuNAc,a,D,p,N10,x,NeupNAc
G20751GZ,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G20767LB,unassigned,11,GalNAc,a,D,p,9,3,GalpNAc
G20767LB,unassigned,8,Fuc,a,L,p,N2,x,Fucp
G20767LB,unassigned,9,Gal,b,D,p,N2,x,Galp
G20767LB,unassigned,10,Fuc,a,L,p,9,2,Fucp
G20779SK,unassigned,11,Gal,b,D,p,10,x,Galp
G20779SK,unassigned,6,Man,a,D,p,NC,x,Manp
G20779SK,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G20779SK,unassigned,9,Man,a,D,p,NC,x,Manp
G20779SK,unassigned,10,GlcNAc,b,D,p,9,x,GlcpNAc
G20966IA,unassigned,13,GlcNAc,x,D,p,N4,2,GlcpNAc
G20966IA,unassigned,15,Gal,x,D,p,13,4,Galp
G20966IA,unassigned,16,NeuNAc,x,D,p,15,3,NeupNAc
G20966IA,unassigned,7,GlcNAc,x,D,p,N1,2,GlcpNAc
G20966IA,unassigned,9,Gal,x,D,p,7,4,Galp
G20966IA,unassigned,10,NeuNAc,x,D,p,9,3,NeupNAc
G21257CI,unassigned,12,NeuNAc,a,D,p,N3,3|6,NeupNAc
G21257CI,unassigned,18,NeuNAc,a,D,p,N6,3|6,NeupNAc
G21257CI,unassigned,8,NeuNAc,a,D,p,N2,3|6,NeupNAc
G21361AZ,unassigned,13,Fuc,a,L,p,N5,x,Fucp
G21415RL,unassigned,12,Man,a,D,p,NC,x,Manp
G21415RL,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G21415RL,unassigned,15,GalNAc,b,D,p,13,4,GalpNAc
G21415RL,unassigned,6,Man,a,D,p,NC,x,Manp
G21415RL,unassigned,17,NeuNAc,a,D,p,15,6,NeupNAc
G21415RL,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G21415RL,unassigned,8,Gal,x,D,p,7,x,Galp
G21415RL,unassigned,19,Fuc,x,L,p,NA,6,Fucp
G21415RL,unassigned,9,NeuNAc,a,D,p,8,6,NeupNAc
G22048BB,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G22048BB,unassigned,6,Man,a,D,p,NC,3|6,Manp
G22048BB,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G22048BB,unassigned,9,Gal,b,D,p,7,4,Galp
G22048BB,unassigned,10,Man,a,D,p,NC,3|6,Manp
G22117NA,unassigned,13,Glc,b,D,p,N5,4,Glcp
G22117NA,unassigned,9,Glc,b,D,p,N2,4,Glcp
G22140GZ,unassigned,11,GlcNAc,x,D,p,N4,x,GlcpNAc
G22140GZ,unassigned,12,Gal,x,D,p,11,x,Galp
G22140GZ,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G22140GZ,unassigned,8,Gal,x,D,p,7,x,Galp
G22208HN,unassigned,11,GlcNAc,x,D,p,10,x,GlcpNAc
G22208HN,unassigned,12,Gal,x,D,p,11,x,Galp
G22208HN,unassigned,13,NeuNAc,x,D,p,12,x,NeupNAc
G22208HN,unassigned,16,GlcNAc,x,D,p,10,x,GlcpNAc
G22208HN,unassigned,17,Gal,x,D,p,16,x,Galp
G22208HN,unassigned,18,NeuNAc,x,D,p,17,x,NeupNAc
G22208HN,unassigned,6,Man,a,D,p,NC,3|6,Manp
G22208HN,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G22208HN,unassigned,8,Gal,x,D,p,7,x,Galp
G22208HN,unassigned,10,Man,a,D,p,NC,3|6,Manp
G22237ZE,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G22237ZE,unassigned,14,Gal,b,D,p,12,4,Galp
G22237ZE,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G22493AJ,unassigned,8,Fuc,a,L,p,N2,3|4,Fucp
G22493AJ,unassigned,9,Gal,b,D,p,N2,3|4,Galp
G22949KX,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G22949KX,unassigned,14,Gal,b,D,p,12,4,Galp
G22949KX,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G22949KX,unassigned,26,NeuNAc,a,D,p,N32,6,NeupNAc
G23024PQ,unassigned,16,NeuNAc,a,D,p,N10,x,NeupNAc
G23661JI,unassigned,18,NeuNAc,a,D,p,N6,3|6,NeupNAc
G23661JI,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G23718VU,unassigned,26,GlcNAc,b,D,p,N5,6,GlcpNAc
G23718VU,unassigned,28,Gal,b,D,p,26,4,Galp
G23718VU,unassigned,29,GlcNAc,b,D,p,28,3,GlcpNAc
G23718VU,unassigned,31,Gal,b,D,p,29,4,Galp
G23718VU,unassigned,32,NeuNAc,a,D,p,31,3,NeupNAc
G24005JZ,unassigned,12,Man,a,D,p,NC,3|6,Manp
G24005JZ,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G24005JZ,unassigned,14,Gal,x,D,p,13,x,Galp
G24005JZ,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G24005JZ,unassigned,6,Man,a,D,p,NC,3|6,Manp
G24005JZ,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G24005JZ,unassigned,8,Gal,x,D,p,7,x,Galp
G24005JZ,unassigned,9,NeuNAc,a,D,p,8,3,NeupNAc
G24068UY,unassigned,7,Man,a,D,p,NC,x,Manp
G24068UY,unassigned,8,Man,a,D,p,NC,x,Manp
G24068UY,unassigned,9,GlcNAc,b,D,p,8,x,GlcpNAc
G24068UY,unassigned,10,Gal,b,D,p,9,x,Galp
G24432GW,unassigned,12,Man,a,D,p,NC,x,Manp
G24432GW,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G24432GW,unassigned,15,Gal,b,D,p,13,4,Galp
G24432GW,unassigned,16,NeuNAc,a,D,p,15,x,NeupNAc
G24432GW,unassigned,18,GlcNAc,b,D,p,12,4,GlcpNAc
G24432GW,unassigned,6,Man,a,D,p,NC,x,Manp
G24432GW,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G24432GW,unassigned,9,Gal,b,D,p,7,4,Galp
G24432GW,unassigned,20,Gal,b,D,p,18,4,Galp
G24432GW,unassigned,10,NeuNAc,a,D,p,9,x,NeupNAc
G24432GW,unassigned,21,NeuNAc,a,D,p,20,x,NeupNAc
G24440EI,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G24498DI,unassigned,15,NeuNAc,x,D,p,N8,x,NeupNAc
G24498DI,unassigned,26,NeuNAc,x,D,p,N10,x,NeupNAc
G24498DI,unassigned,10,NeuNAc,x,D,p,N3,x,NeupNAc
G24498DI,unassigned,21,NeuNAc,x,D,p,N6,x,NeupNAc
G24511TX,unassigned,12,Man,a,D,p,NC,x,Manp
G24511TX,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G24511TX,unassigned,15,Gal,b,D,p,13,4,Galp
G24511TX,unassigned,16,NeuNAcNAc,a,D,p,15,3,NeupNAcNAc
G24511TX,unassigned,6,Man,a,D,p,NC,x,Manp
G24511TX,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G24511TX,unassigned,9,Gal,b,D,p,7,4,Galp
G24511TX,unassigned,10,NeuNAc,a,D,p,9,3,NeupNAc
G25067TK,unassigned,16,NeuNAc,x,D,p,N6,x,NeupNAc
G25067TK,unassigned,10,NeuNAc,x,D,p,N3,x,NeupNAc
G25328BM,unassigned,18,GalNAc,b,D,p,N4,6,GalpNAc
G25328BM,unassigned,7,GlcNAc,a,D,p,N1,2,GlcpNAc
G25328BM,unassigned,9,Gal,b,D,p,7,4,Galp
G25328BM,unassigned,20,Glc,a,D,p,18,4,Glcp
G25534RX,unassigned,12,Gal,b,D,p,10,4,Galp
G25534RX,unassigned,13,Man-4P,a,D,p,NC,3|6,Manp
G25534RX,unassigned,15,GlcNAc,b,D,p,x,x,GlcpNAc
G25534RX,unassigned,6,Man,a,D,p,NC,3|6,Manp
G25534RX,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G25534RX,unassigned,9,Gal,b,D,p,7,4,Galp
G25534RX,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G25703UN,unassigned,11,Man,a,D,p,NC,3|6,Manp
G25703UN,unassigned,12,GlcNAc,x,D,p,11,x,GlcpNAc
G25703UN,unassigned,13,Gal,x,D,p,12,x,Galp
G25703UN,unassigned,6,Man,a,D,p,NC,3|6,Manp
G25703UN,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G25703UN,unassigned,8,Gal,x,D,p,7,x,Galp
G25703UN,unassigned,9,Fuc,x,L,p,7,x,Fucp
G25837HW,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G25837HW,unassigned,13,Gal,b,D,p,11,4,Galp
G25837HW,unassigned,14,NeuNAc,a,D,p,13,6,NeupNAc
G25837HW,unassigned,6,Man,a,D,p,NC,x,Manp
G25837HW,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G25837HW,unassigned,9,Gal,b,D,p,7,4,Galp
