glycan_ID,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,form_name
G42614NV,unassigned,12,GlcNAc,b,D,p,6,4,GlcpNAc
G42614NV,unassigned,14,Gal,b,D,p,12,4,Galp
G42614NV,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G42614NV,unassigned,17,Man,a,D,p,NC,3|6,Manp
G42614NV,unassigned,18,GlcNAc,b,D,p,17,2,GlcpNAc
G42614NV,unassigned,6,Man,a,D,p,NC,3|6,Manp
G42614NV,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G42614NV,unassigned,9,Gal,b,D,p,7,4,Galp
G42614NV,unassigned,20,Gal,b,D,p,18,4,Galp
G42614NV,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G42614NV,unassigned,21,NeuNAc,a,D,p,20,6,NeupNAc
G42653GO,unassigned,11,Man,a,D,p,N4,2,Manp
G42653GO,unassigned,12,Man,a,D,p,11,2,Manp
G42653GO,unassigned,7,Man,a,D,p,N1,3,Manp
G42653GO,unassigned,8,Man,a,D,p,N1,6,Manp
G42653GO,unassigned,9,Man,a,D,p,8,2,Manp
G43157UW,unassigned,13,GlcNAc,x,D,p,N4,x,GlcpNAc
G43157UW,unassigned,14,Gal,x,D,p,13,x,Galp
G43157UW,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G43157UW,unassigned,8,Gal,x,D,p,7,x,Galp
G43159MH,unassigned,11,GlcNAc,x,D,p,10,x,GlcpNAc
G43159MH,unassigned,6,Man,a,D,p,NC,3|6,Manp
G43159MH,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G43159MH,unassigned,8,Gal,x,D,p,7,x,Galp
G43159MH,unassigned,10,Man,a,D,p,NC,3|6,Manp
G43402RG,unassigned,11,Man,a,D,p,NC,x,Manp
G43402RG,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G43402RG,unassigned,14,Fuc,a,L,p,12,3,Fucp
G43402RG,unassigned,15,Gal,b,D,p,12,4,Galp
G43402RG,unassigned,16,NeuNAc,a,D,p,15,3,NeupNAc
G43402RG,unassigned,6,Man,a,D,p,NC,x,Manp
G43402RG,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G43402RG,unassigned,9,Fuc,a,L,p,7,3,Fucp
G43402RG,unassigned,10,Gal,b,D,p,7,4,Galp
G43558RC,unassigned,12,Gal,b,D,p,10,4,Galp
G43558RC,unassigned,10,GlcNAc,b,D,p,N1,6,GlcpNAc
G43761WH,unassigned,13,GlcNAc,x,D,p,N4,x,GlcpNAc
G43761WH,unassigned,14,Gal,x,D,p,13,x,Galp
G43761WH,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G43761WH,unassigned,8,Gal,x,D,p,7,x,Galp
G43761WH,unassigned,10,GlcNAc,x,D,p,NC,4,GlcpNAc
G43814TV,unassigned,9,GlcNAc,b,D,p,N1,6,GlcpNAc
G43873MM,unassigned,45,Fuc,a,L,p,N36,3,Fucp
G43873MM,unassigned,24,Fuc,a,L,p,N75,3,Fucp
G43873MM,unassigned,47,GlcNAc,b,D,p,N37,3,GlcpNAc
G43873MM,unassigned,26,GlcNAc,b,D,p,N80,3,GlcpNAc
G43873MM,unassigned,49,Fuc,a,L,p,47,3,Fucp
G43873MM,unassigned,28,Fuc,a,L,p,26,3,Fucp
G43873MM,unassigned,29,Gal,b,D,p,26,4,Galp
G43873MM,unassigned,50,Gal,b,D,p,47,4,Galp
G43873MM,unassigned,51,NeuNAc,a,D,p,50,3,NeupNAc
G43873MM,unassigned,16,NeuNAc,a,D,p,N77,6,NeupNAc
G43984TE,unassigned,12,Man,a,D,p,NC,x,Manp
G43984TE,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G43984TE,unassigned,15,GalNAc-4S,b,D,p,13,4,GalpNAc
G43984TE,unassigned,6,Man,a,D,p,NC,x,Manp
G43984TE,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G43984TE,unassigned,9,Gal,b,D,p,7,4,Galp
G43984TE,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G44276EF,unassigned,6,Man,a,D,p,NC,x,Manp
G44276EF,unassigned,7,Man,a,D,p,NC,x,Manp
G44276EF,unassigned,8,Man,x,D,p,7,x,Manp
G44276EF,unassigned,9,Man,x,D,p,7,x,Manp
G44339YF,unassigned,12,GalNAc,b,D,p,10,4,GalpNAc
G44339YF,unassigned,14,NeuNAc,a,D,p,12,6,NeupNAc
G44339YF,unassigned,6,Man,a,D,p,NC,x,Manp
G44339YF,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G44339YF,unassigned,9,Man,a,D,p,NC,x,Manp
G44339YF,unassigned,10,GlcNAc,b,D,p,9,2,GlcpNAc
G44444MB,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G44444MB,unassigned,13,Gal,b,D,p,11,4,Galp
G44444MB,unassigned,14,NeuNAc,a,D,p,13,3,NeupNAc
G44444MB,unassigned,6,Man,a,D,p,NC,x,Manp
G44444MB,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G44444MB,unassigned,9,Gal,b,D,p,7,4,Galp
G44444MB,unassigned,10,Man,a,D,p,NC,x,Manp
G44533KV,unassigned,11,Man,a,D,p,NC,x,Manp
G44533KV,unassigned,12,GlcNAc,b,D,p,11,x,GlcpNAc
G44533KV,unassigned,14,GalNAc,b,D,p,12,4,GalpNAc
G44533KV,unassigned,16,GlcNAc,b,D,p,11,2,GlcpNAc
G44533KV,unassigned,6,Man,a,D,p,NC,x,Manp
G44533KV,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G44533KV,unassigned,18,GalNAc,b,D,p,16,4,GalpNAc
G44533KV,unassigned,9,GalNAc,b,D,p,7,4,GalpNAc
G44572NU,unassigned,12,Man,a,D,p,N4,x,Manp
G44639PM,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G44639PM,unassigned,14,Gal,b,D,p,12,4,Galp
G44639PM,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G44688UB,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G44688UB,unassigned,14,Gal,b,D,p,12,4,Galp
G44688UB,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G44842OK,unassigned,11,Man,a,D,p,10,3|6,Manp
G44842OK,unassigned,6,Man,a,D,p,NC,3|6,Manp
G44842OK,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G44842OK,unassigned,9,Gal,b,D,p,7,4,Galp
G44842OK,unassigned,10,Man,a,D,p,NC,3|6,Manp
G45071EF,unassigned,12,GlcNAc,b,D,p,6,4,GlcpNAc
G45071EF,unassigned,14,Gal,b,D,p,12,4,Galp
G45071EF,unassigned,15,Man,a,D,p,NC,3|6,Manp
G45071EF,unassigned,16,GlcNAc,b,D,p,15,2,GlcpNAc
G45071EF,unassigned,6,Man,a,D,p,NC,3|6,Manp
G45071EF,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G45071EF,unassigned,18,Gal,b,D,p,16,4,Galp
G45071EF,unassigned,9,Gal,b,D,p,7,4,Galp
G45071EF,unassigned,10,NeuNAc,a,D,p,9,3|6,NeupNAc
G45104SZ,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G45104SZ,unassigned,14,Gal,b,D,p,12,4,Galp
G45104SZ,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G45420PL,unassigned,21,NeuNAc,a,D,p,N32,6,NeupNAc
G45498YC,unassigned,11,Man,a,D,p,NC,x,Manp
G45498YC,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G45498YC,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G45498YC,unassigned,13,Gal,b,D,p,12,x,Galp
G45498YC,unassigned,15,GlcNAc,b,D,p,11,4,GlcpNAc
G45498YC,unassigned,16,Gal,b,D,p,15,x,Galp
G45498YC,unassigned,7,Man,a,D,p,NC,x,Manp
G45498YC,unassigned,8,GlcNAc,b,D,p,7,x,GlcpNAc
G45498YC,unassigned,9,Gal,b,D,p,8,x,Galp
G45700OA,unassigned,11,Man,a,D,p,NC,x,Manp
G45700OA,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G45700OA,unassigned,14,GalNAc-4S,b,D,p,12,4,GalpNAc
G45700OA,unassigned,6,Man,a,D,p,NC,x,Manp
G45700OA,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G45700OA,unassigned,9,GalNAc,b,D,p,7,4,GalpNAc
G45776ET,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G45776ET,unassigned,14,Gal,b,D,p,12,4,Galp
G45776ET,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G45776ET,unassigned,26,NeuNAc,a,D,p,N32,6,NeupNAc
G45777DE,unassigned,13,Glc,b,D,p,N5,4,Glcp
G45777DE,unassigned,9,Glc,b,D,p,N2,4,Glcp
G45826PJ,unassigned,9,GlcNAc,b,D,p,N1,6,GlcpNAc
G45996VR,unassigned,12,GlcNAc,b,D,p,6,2|4,GlcpNAc
G45996VR,unassigned,14,Gal,b,D,p,12,4,Galp
G45996VR,unassigned,15,Man,a,D,p,NC,3|6,Manp
G45996VR,unassigned,16,GlcNAc,b,D,p,15,2,GlcpNAc
G45996VR,unassigned,18,Gal,b,D,p,16,4,Galp
G45996VR,unassigned,19,NeuNAc,a,D,p,18,6,NeupNAc
G45996VR,unassigned,6,Man,a,D,p,NC,3|6,Manp
G45996VR,unassigned,7,GlcNAc,b,D,p,6,2|4,GlcpNAc
G45996VR,unassigned,9,Gal,b,D,p,7,4,Galp
G45996VR,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G45996VR,unassigned,21,Fuc,a,D,p,NA,6,Fucp
G46038XL,unassigned,9,Man,a,D,p,N22,2,Manp
G46107JU,unassigned,13,NeuNAc,a,D,p,N32,x,NeupNAc
G46406BL,unassigned,16,Fuc,a,L,p,N6,6,Fucp
G46455GO,unassigned,12,Man,a,D,p,NC,x,Manp
G46455GO,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G46455GO,unassigned,15,GalNAc,b,D,p,13,4,GalpNAc
G46455GO,unassigned,6,Man,a,D,p,NC,x,Manp
G46455GO,unassigned,17,NeuNAc,a,D,p,15,6,NeupNAc
G46455GO,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G46455GO,unassigned,9,Fuc,a,L,p,7,3,Fucp
G46455GO,unassigned,10,GalNAc,b,D,p,7,4,GalpNAc
G46568MX,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G46768QH,unassigned,10,NeuNAc,x,D,p,N3,x,NeupNAc
G46945LQ,unassigned,17,NeuNAc,a,D,p,N30,3,NeupNAc
G47058MH,unassigned,11,GlcNAc,b,D,p,6,x,GlcpNAc
G47058MH,unassigned,22,GlcNAc,b,D,p,16,2,GlcpNAc
G47058MH,unassigned,13,Gal,b,D,p,11,4,Galp
G47058MH,unassigned,24,Gal,b,D,p,22,4,Galp
G47058MH,unassigned,14,NeuNAc,a,D,p,13,3,NeupNAc
G47058MH,unassigned,25,NeuNAc,a,D,p,24,3,NeupNAc
G47058MH,unassigned,16,Man,a,D,p,NC,x,Manp
G47058MH,unassigned,17,GlcNAc,b,D,p,16,x,GlcpNAc
G47058MH,unassigned,19,Gal,b,D,p,17,4,Galp
G47058MH,unassigned,6,Man,a,D,p,NC,x,Manp
G47058MH,unassigned,7,GlcNAc,b,D,p,6,x,GlcpNAc
G47058MH,unassigned,9,GalNAc,b,D,p,7,4,GalpNAc
G47058MH,unassigned,20,NeuNAc,a,D,p,19,3,NeupNAc
G47108UC,unassigned,9,GlcNAc,b,D,p,N1,6,GlcpNAc
G47252EW,unassigned,15,NeuNAc,a,D,p,N8,3|6,NeupNAc
G47252EW,unassigned,26,NeuNAc,a,D,p,N10,3|6,NeupNAc
G47252EW,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G47252EW,unassigned,21,NeuNAc,a,D,p,N6,3|6,NeupNAc
G47253OG,unassigned,11,NeuNAc,x,D,p,N3,x,NeupNAc
G47253OG,unassigned,17,NeuNAc,x,D,p,N6,x,NeupNAc
G47613FH,unassigned,11,Gal,x,D,p,10,x,Galp
G47613FH,unassigned,12,NeuNAc,x,D,p,11,x,NeupNAc
G47613FH,unassigned,6,Man,a,D,p,NC,3|6,Manp
G47613FH,unassigned,7,Man,x,D,p,6,x,Manp
G47613FH,unassigned,8,Man,x,D,p,6,x,Manp
G47613FH,unassigned,9,Man,a,D,p,NC,3|6,Manp
G47613FH,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G47760VS,unassigned,7,Man,a,D,p,NC,x,Manp
G47760VS,unassigned,8,Man,a,D,p,NC,x,Manp
G47760VS,unassigned,9,GlcNAc,b,D,p,8,x,GlcpNAc
G47809KW,unassigned,12,Man,a,D,p,N4,x,Manp
G48213MO,unassigned,9,GlcNAc,a,D,p,N21,6,GlcpNAc
G48381WH,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G48381WH,unassigned,13,GalNAc,b,D,p,11,4,GalpNAc
G48381WH,unassigned,6,Man,a,D,p,NC,x,Manp
G48381WH,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G48381WH,unassigned,9,Gal,b,D,p,7,4,Galp
G48381WH,unassigned,10,Man,a,D,p,NC,x,Manp
G48489PM,unassigned,13,NeuNAc,x,D,p,N6,x,NeupNAc
G48626HI,unassigned,11,Man,x,D,p,10,x,Manp
G48626HI,unassigned,6,Man,a,D,p,NC,3|6,Manp
G48626HI,unassigned,7,Man,x,D,p,6,x,Manp
G48626HI,unassigned,8,Man,a,D,p,NC,3|6,Manp
G48626HI,unassigned,9,Man,x,D,p,8,x,Manp
G48626HI,unassigned,10,Man,x,D,p,8,x,Manp
G48648VZ,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G48809ZO,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G48809ZO,unassigned,14,Gal,b,D,p,12,4,Galp
G48809ZO,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G48822BJ,unassigned,10,NeuNAc,a,D,p,N88,6,NeupNAc
G48848IF,unassigned,11,Man,a,D,p,NC,x,Manp
G48848IF,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G48848IF,unassigned,14,GalNAc,b,D,p,12,4,GalpNAc
G48848IF,unassigned,16,NeuNAc,a,D,p,14,6,NeupNAc
G48848IF,unassigned,6,Man,a,D,p,NC,x,Manp
G48848IF,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G48848IF,unassigned,18,Fuc,x,L,p,NA,6,Fucp
G48848IF,unassigned,9,GalNAc,b,D,p,7,4,GalpNAc
G48975GN,unassigned,11,Fuc,a,L,p,N5,x,Fucp
G49043NO,unassigned,12,Man,a,D,p,NC,3|6,Manp
G49043NO,unassigned,13,Man,x,D,p,12,x,Manp
G49043NO,unassigned,14,Man,x,D,p,12,x,Manp
G49043NO,unassigned,6,Man,a,D,p,NC,3|6,Manp
G49043NO,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G49043NO,unassigned,8,Gal,x,D,p,7,x,Galp
G49043NO,unassigned,9,NeuNAc,a,D,p,8,6,NeupNAc
G49478NM,unassigned,13,NeuNAc,a,D,p,N8,x,NeupNAc
G49616WZ,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G49616WZ,unassigned,14,Gal,b,D,p,12,4,Galp
G49616WZ,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G49889OJ,unassigned,10,Man,a,D,p,N4,x,Manp
G50106JX,unassigned,8,Fuc,a,L,p,N2,x,Fucp
G50131RA,unassigned,12,Man,a,D,p,NC,3|6,Manp
G50131RA,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G50131RA,unassigned,6,Man,a,D,p,NC,3|6,Manp
G50131RA,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G50131RA,unassigned,8,Gal,x,D,p,7,x,Galp
G50131RA,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G50210FA,unassigned,11,Fuc,x,L,p,7,x,Fucp
G50210FA,unassigned,13,Man,a,D,p,NC,3|6,Manp
G50210FA,unassigned,14,GlcNAc,x,D,p,13,x,GlcpNAc
G50210FA,unassigned,15,Gal,x,D,p,14,x,Galp
G50210FA,unassigned,16,NeuNAc,x,D,p,15,x,NeupNAc
G50210FA,unassigned,6,Man,a,D,p,NC,3|6,Manp
G50210FA,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G50210FA,unassigned,8,Gal,x,D,p,7,x,Galp
G50210FA,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G50353PP,unassigned,12,Man,a,D,p,NC,x,Manp
G50353PP,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G50353PP,unassigned,14,Fuc,a,L,p,13,x,Fucp
G50353PP,unassigned,16,Gal,b,D,p,13,4,Galp
G50353PP,unassigned,17,NeuNAc,a,D,p,16,6,NeupNAc
G50353PP,unassigned,6,Man,a,D,p,NC,x,Manp
G50353PP,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G50353PP,unassigned,9,Gal,b,D,p,7,4,Galp
G50353PP,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G50535IT,unassigned,12,Gal,b,D,p,10,4,Galp
G50535IT,unassigned,13,Man,a,D,p,NC,3|6,Manp
G50535IT,unassigned,14,GlcNAc,b,D,p,13,2,GlcpNAc
G50535IT,unassigned,16,Gal,b,D,p,14,4,Galp
G50535IT,unassigned,17,GlcNAc,b,D,p,13,6,GlcpNAc
G50535IT,unassigned,19,Gal,b,D,p,17,4,Galp
G50535IT,unassigned,6,Man,a,D,p,NC,3|6,Manp
G50535IT,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G50535IT,unassigned,9,Gal,b,D,p,7,4,Galp
G50535IT,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G50660UT,unassigned,15,NeuNAc,a,D,p,N8,4,NeupNAc
G50739NP,unassigned,11,GlcNAc,x,D,p,N4,x,GlcpNAc
G50739NP,unassigned,12,Gal,x,D,p,11,x,Galp
G50739NP,unassigned,13,NeuNAc,x,D,p,12,x,NeupNAc
G50739NP,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G50739NP,unassigned,8,Gal,x,D,p,7,x,Galp
G50888WV,unassigned,11,Gal,x,D,p,10,x,Galp
G50888WV,unassigned,13,GlcNAc,x,D,p,NC,4,GlcpNAc
G50888WV,unassigned,15,Fuc,x,L,p,NA,6,Fucp
G50888WV,unassigned,6,Man,a,D,p,NC,x,Manp
G50888WV,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G50888WV,unassigned,9,Man,a,D,p,NC,x,Manp
G50888WV,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G51057KO,unassigned,11,Gal,x,D,p,10,x,Galp
G51057KO,unassigned,13,Fuc,x,L,p,NA,6,Fucp
G51057KO,unassigned,6,Man,a,D,p,NC,x,Manp
G51057KO,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G51057KO,unassigned,9,Man,a,D,p,NC,x,Manp
G51057KO,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G51333KM,unassigned,12,NeuNAc,a,D,p,N2,6,NeupNAc
G51444LH,unassigned,11,GlcNAc,x,D,p,10,x,GlcpNAc
G51444LH,unassigned,12,Gal,x,D,p,11,x,Galp
G51444LH,unassigned,13,NeuNGc,x,D,p,12,x,NeupNGc
G51444LH,unassigned,16,GlcNAc,x,D,p,10,x,GlcpNAc
G51444LH,unassigned,17,Gal,x,D,p,16,x,Galp
G51444LH,unassigned,18,NeuNGc,x,D,p,17,x,NeupNGc
G51444LH,unassigned,6,Man,a,D,p,NC,3|6,Manp
G51444LH,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G51444LH,unassigned,8,Gal,x,D,p,7,x,Galp
G51444LH,unassigned,10,Man,a,D,p,NC,3|6,Manp
G51941GC,unassigned,12,Man,a,D,p,NC,3|6,Manp
G51941GC,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G51941GC,unassigned,14,Gal,x,D,p,13,x,Galp
G51941GC,unassigned,15,NeuNAc,x,D,p,14,x,NeupNAc
G51941GC,unassigned,18,GlcNAc,x,D,p,12,x,GlcpNAc
G51941GC,unassigned,19,Gal,x,D,p,18,x,Galp
G51941GC,unassigned,6,Man,a,D,p,NC,3|6,Manp
G51941GC,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G51941GC,unassigned,8,Gal,x,D,p,7,x,Galp
G51941GC,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G51941GC,unassigned,20,NeuNAc,x,D,p,19,x,NeupNAc
G52038JM,unassigned,11,GlcNAc,b,D,p,N4,x,GlcpNAc
G52038JM,unassigned,13,GlcNAc,b,D,p,N4,x,GlcpNAc
G52038JM,unassigned,15,Gal,b,D,p,13,4,Galp
G52622SW,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G52622SW,unassigned,7,Man,a,D,p,NC,x,Manp
G52622SW,unassigned,8,Man,a,D,p,NC,x,Manp
G52622SW,unassigned,9,GlcNAc,b,D,p,8,x,GlcpNAc
G52622SW,unassigned,10,Gal,b,D,p,9,x,Galp
G52886CK,unassigned,13,Neu,a,D,p,N63,6,Neup
G53031JB,unassigned,7,GlcNAc,a,D,p,N1,2,GlcpNAc
G53031JB,unassigned,9,Gal,b,D,p,7,4,Galp
G53272SL,unassigned,12,Gal,b,D,p,10,4,Galp
G53272SL,unassigned,10,GlcNAc,b,D,p,N1,6,GlcpNAc
G53276NK,unassigned,16,NeuNAc,a,D,p,N6,x,NeupNAc
G53276NK,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G53450AF,unassigned,11,GlcNAc,x,D,p,N4,2,GlcpNAc
G53450AF,unassigned,13,Gal,x,D,p,11,4,Galp
G53450AF,unassigned,7,GlcNAc,x,D,p,N1,2,GlcpNAc
G53450AF,unassigned,9,Gal,x,D,p,7,4,Galp
G53800MQ,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G53800MQ,unassigned,14,Gal,b,D,p,12,4,Galp
G53800MQ,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G53800MQ,unassigned,26,NeuNAc,a,D,p,N32,6,NeupNAc
G54059XR,unassigned,6,Man,a,D,p,NC,3|6,Manp
G54059XR,unassigned,7,Man,a,D,p,NC,3|6,Manp
G54059XR,unassigned,8,Man,x,D,p,7,x,Manp
G54059XR,unassigned,9,Man,x,D,p,7,x,Manp
G54981BW,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G54981BW,unassigned,13,Gal,b,D,p,11,4,Galp
G54981BW,unassigned,6,Man,a,D,p,NC,3|6,Manp
G54981BW,unassigned,7,Man,a,D,p,6,2,Manp
G54981BW,unassigned,8,Man,a,D,p,7,2,Manp
G54981BW,unassigned,9,Man,a,D,p,8,2,Manp
G54981BW,unassigned,10,Man,a,D,p,NC,3|6,Manp
G55318GC,unassigned,12,GlcNAc,b,D,p,6,2,GlcpNAc
G55318GC,unassigned,14,Gal,b,D,p,12,4,Galp
G55318GC,unassigned,15,NeuNAc,a,D,p,14,3|6,NeupNAc
G55318GC,unassigned,17,Man,a,D,p,NC,3|6,Manp
G55318GC,unassigned,18,GlcNAc,b,D,p,17,2,GlcpNAc
G55318GC,unassigned,6,Man,a,D,p,NC,3|6,Manp
G55318GC,unassigned,7,GlcNAc,b,D,p,6,4|6,GlcpNAc
G55318GC,unassigned,9,Gal,b,D,p,7,4,Galp
G55318GC,unassigned,20,Gal,b,D,p,18,4,Galp
G55318GC,unassigned,10,NeuNAc,a,D,p,9,3|6,NeupNAc
G55318GC,unassigned,21,NeuNAc,a,D,p,20,3|6,NeupNAc
G55373ZG,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G55373ZG,unassigned,13,Gal,b,D,p,11,4,Galp
G55373ZG,unassigned,14,Fuc,a,L,p,13,2,Fucp
G55373ZG,unassigned,6,Man,a,D,p,NC,x,Manp
G55373ZG,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G55373ZG,unassigned,9,Gal,b,D,p,7,4,Galp
G55373ZG,unassigned,10,Man,a,D,p,NC,x,Manp
G55661CO,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G55661CO,unassigned,13,Gal,b,D,p,11,4,Galp
G55661CO,unassigned,14,GlcNAc,b,D,p,10,4,GlcpNAc
G55661CO,unassigned,16,Gal,b,D,p,14,4,Galp
G55661CO,unassigned,6,Man,a,D,p,NC,x,Manp
G55661CO,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G55661CO,unassigned,9,Gal,b,D,p,7,4,Galp
G55661CO,unassigned,10,Man,a,D,p,NC,x,Manp
G55783TD,unassigned,13,Man,a,D,p,NC,3|6,Manp
G55783TD,unassigned,14,GlcNAc,x,D,p,13,x,GlcpNAc
G55783TD,unassigned,15,Gal,x,D,p,14,x,Galp
G55783TD,unassigned,16,NeuNAc,a,D,p,15,3,NeupNAc
G55783TD,unassigned,6,Man,a,D,p,NC,3|6,Manp
G55783TD,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G55783TD,unassigned,8,GalNAc,x,D,p,7,x,GalpNAc
G55783TD,unassigned,10,NeuNAc,a,D,p,8,3,NeupNAc
G55922CA,unassigned,15,Glc,b,D,p,N5,4,Glcp
G55922CA,unassigned,9,Glc,b,D,p,N2,4,Glcp
G55922CA,unassigned,10,NeuNAc,a,D,p,9,x,NeupNAc
G56095ZZ,unassigned,12,NeuNAc,a,D,p,N2,6,NeupNAc
G56408DR,unassigned,16,NeuNAc,a,D,p,N72,6,NeupNAc
G56499YQ,unassigned,17,GlcNAc,b,D,p,N8,4,GlcpNAc
G56555MU,unassigned,12,Man,a,D,p,N4,x,Manp
G56555MU,unassigned,8,Fuc,a,L,p,N2,x,Fucp
G56876DF,unassigned,11,Man,x,D,p,9,x,Manp
G56876DF,unassigned,12,Man,x,D,p,11,x,Manp
G56876DF,unassigned,6,Man,a,D,p,NC,3|6,Manp
G56876DF,unassigned,7,Man,x,D,p,6,x,Manp
G56876DF,unassigned,8,Man,x,D,p,7,x,Manp
G56876DF,unassigned,9,Man,a,D,p,NC,3|6,Manp
G56876DF,unassigned,10,Man,x,D,p,9,x,Manp
G56891ZN,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G56891ZN,unassigned,14,Gal,b,D,p,12,4,Galp
G56891ZN,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G56903ZB,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G56903ZB,unassigned,10,GlcNAc,x,D,p,N4,x,GlcpNAc
G57028QM,unassigned,7,GlcNAc,b,D,p,N1,2|4,GlcpNAc
G57028QM,unassigned,9,Gal,b,D,p,7,4,Galp
G57081YJ,unassigned,11,Man,a,D,p,NC,x,Manp
G57081YJ,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G57081YJ,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G57081YJ,unassigned,14,Gal,b,D,p,12,4,Galp
G57081YJ,unassigned,15,GlcNAc,b,D,p,11,6,GlcpNAc
G57081YJ,unassigned,17,Gal,b,D,p,15,4,Galp
G57081YJ,unassigned,7,Man,a,D,p,NC,x,Manp
G57081YJ,unassigned,8,GlcNAc,b,D,p,7,2,GlcpNAc
G57081YJ,unassigned,10,Gal,b,D,p,8,4,Galp
